,keyword,freq,all_freq,salience,division
227,best,140.0,64055,0.0021856217313246428,11
228,quality,165.0,76675,0.0021519400065210304,11
229,one,119.0,58522,0.0020334233279792214,11
230,time,120.0,61008,0.001966955153422502,11
231,years,111.0,58948,0.0018830155391192237,11
232,also,210.0,112609,0.0018648598247031764,11
233,based,111.0,62715,0.0017699115044247787,11
234,company,191.0,115830,0.0016489683156349823,11
235,products,116.0,86404,0.0013425304384056293,11
236,business,146.0,161867,0.0009019750783050282,11
237,textile,147.0,759,0.19367588932806323,13
238,fabrics,301.0,1676,0.17959427207637232,13
239,blinds,190.0,1242,0.1529790660225443,13
240,manufacturing,168.0,14331,0.011722838601632824,13
241,materials,117.0,13618,0.008591569980907623,13
242,produce,106.0,12703,0.008344485554593403,13
243,made,149.0,19188,0.007765269960391912,13
244,bespoke,170.0,24297,0.0069967485697822775,13
245,supply,157.0,24566,0.0063909468370919155,13
246,products,520.0,86404,0.0060182398963010975,13
247,quality,394.0,76675,0.005138571894359309,13
248,design,293.0,57766,0.005072187792126857,13
249,high_quality,142.0,30245,0.004694990907588031,13
250,customers,380.0,88460,0.004295726882206647,13
251,range,252.0,58770,0.004287901990811639,13
252,use,153.0,37931,0.004033640030581846,13
253,make,147.0,39349,0.0037358001473989173,13
254,home,136.0,37067,0.003669031753311571,13
255,company,403.0,115830,0.003479236812570146,13
256,requirements,113.0,32857,0.0034391453875886415,13
257,since,108.0,31788,0.0033975084937712344,13
258,available,105.0,32183,0.003262592051704316,13
259,well,168.0,51756,0.003246000463714352,13
260,years,189.0,58948,0.003206215647689489,13
261,many,165.0,52491,0.003143396010744699,13
262,established,153.0,49248,0.0031067251461988302,13
263,market,104.0,33740,0.003082394783639597,13
264,industry,192.0,63199,0.003038022753524581,13
265,also,342.0,112609,0.003037057428802316,13
266,ltd,176.0,58377,0.003014885999623139,13
267,offer,281.0,102249,0.002748193136363192,13
268,new,205.0,74909,0.0027366538066186975,13
269,based,170.0,62715,0.0027106752770469584,13
270,service,444.0,168882,0.0026290546061747255,13
271,including,131.0,50342,0.0026022009455325575,13
272,best,166.0,64055,0.0025915229099992194,13
273,one,147.0,58522,0.0025118758757390384,13
274,time,137.0,61008,0.0022456071334906896,13
275,business,354.0,161867,0.0021869806693149314,13
276,team,197.0,98645,0.0019970601652389884,13
277,experience,143.0,76593,0.0018670113456843314,13
278,provide,208.0,117895,0.0017642817761567497,13
279,help,117.0,72192,0.0016206781914893617,13
280,work,182.0,115303,0.001578449823508495,13
281,clients,149.0,120262,0.0012389616005055628,13
282,garments,170.0,1036,0.1640926640926641,14
283,clothing,190.0,2753,0.06901561932437342,14
284,fashion,167.0,3225,0.05178294573643411,14
285,collection,102.0,6051,0.01685671789786812,14
286,brand,183.0,14430,0.012681912681912683,14
287,made,157.0,19188,0.00818219720658745,14
288,bespoke,134.0,24297,0.00551508416676956,14
289,design,296.0,57766,0.005124121455527473,14
290,create,109.0,23135,0.004711476118435271,14
291,unique,117.0,25522,0.004584280228822193,14
292,london,139.0,32757,0.0042433678297768415,14
293,make,166.0,39349,0.004218658669851839,14
294,world,103.0,28237,0.0036476962850161138,14
295,quality,274.0,76675,0.0035735246168894686,14
296,products,292.0,86404,0.0033794731725383083,14
297,range,182.0,58770,0.003096818104475072,14
298,customers,217.0,88460,0.002453086140628533,14
299,one,136.0,58522,0.002323912374833396,14
300,best,148.0,64055,0.0023105144016860512,14
301,new,170.0,74909,0.0022694202298789196,14
302,many,108.0,52491,0.0020574955706692574,14
303,years,119.0,58948,0.0020187283707674562,14
304,based,125.0,62715,0.00199314358606394,14
305,team,194.0,98645,0.0019666480815043845,14
306,also,221.0,112609,0.0019625429583781046,14
307,time,117.0,61008,0.0019177812745869395,14
308,company,208.0,115830,0.0017957351290684624,14
309,offer,181.0,102249,0.001770188461500846,14
310,industry,109.0,63199,0.001724710834032184,14
311,work,175.0,115303,0.0015177402149120145,14
312,service,246.0,168882,0.0014566383628805911,14
313,business,216.0,161867,0.0013344288829718225,14
314,provide,127.0,117895,0.0010772297383264769,14
315,leather,173.0,1035,0.1671497584541063,15
316,products,125.0,86404,0.0014466922827646867,15
317,quality,103.0,76675,0.0013433322464949462,15
318,timber,704.0,3315,0.21236802413273,16
319,joinery,583.0,2767,0.2106975063245392,16
320,wood,215.0,3009,0.0714523097374543,16
321,doors,140.0,3556,0.03937007874015748,16
322,windows,102.0,3411,0.02990325417766051,16
323,workshop,146.0,5712,0.025560224089635854,16
324,garden,137.0,6478,0.02114850262426675,16
325,furniture,156.0,7852,0.019867549668874173,16
326,manufacturing,207.0,14331,0.014444211848440443,16
327,bespoke,320.0,24297,0.013170350249001934,16
328,materials,177.0,13618,0.012997503304449994,16
329,traditional,131.0,10937,0.011977690408704398,16
330,produce,149.0,12703,0.011729512713532236,16
331,trade,123.0,12290,0.01000813669650122,16
332,products,801.0,86404,0.009270404147956114,16
333,made,172.0,19188,0.008963935793204087,16
334,supply,208.0,24566,0.008466986892452984,16
335,modern,112.0,13533,0.008276065912953521,16
336,family_run,120.0,14743,0.00813945601302313,16
337,high_quality,230.0,30245,0.0076045627376425855,16
338,site,158.0,21520,0.007342007434944238,16
339,quality,547.0,76675,0.007134007173133355,16
340,building,264.0,38892,0.006788028386300524,16
341,design,385.0,57766,0.006664820136412422,16
342,delivery,124.0,19813,0.006258517135214253,16
343,built,106.0,17307,0.006124689432021726,16
344,project,208.0,36913,0.005634871183593856,16
345,pride,118.0,21067,0.005601177196563345,16
346,construction,128.0,22870,0.005596851770878881,16
347,large,112.0,21102,0.00530755378637096,16
348,customers,459.0,88460,0.005188785891928555,16
349,use,188.0,37931,0.004956368142152856,16
350,ltd,285.0,58377,0.004882059715298833,16
351,established,237.0,49248,0.004812378167641325,16
352,complete,105.0,21854,0.004804612427930814,16
353,range,279.0,58770,0.004747320061255743,16
354,years_experience,123.0,26069,0.004718247727185546,16
355,requirements,155.0,32857,0.0047174118148339775,16
356,years,278.0,58948,0.0047160208997760735,16
357,small,147.0,31209,0.004710179755839662,16
358,throughout,113.0,25351,0.004457417853339119,16
359,company,512.0,115830,0.004420271086937754,16
360,family,113.0,25604,0.004413372910482737,16
361,home,159.0,37067,0.004289529770415734,16
362,able,119.0,29608,0.004019184004323156,16
363,wide_range,101.0,25257,0.00399889139644455,16
364,every,129.0,33781,0.003818714662088156,16
365,make,147.0,39349,0.0037358001473989173,16
366,available,120.0,32183,0.003728676630519218,16
367,since,116.0,31788,0.0036491757896061406,16
368,also,409.0,112609,0.0036320365157314245,16
369,full,101.0,28111,0.003592899576678169,16
370,service,606.0,168882,0.0035883042597790174,16
371,offer,365.0,102249,0.003569717063247562,16
372,one,202.0,58522,0.00345169338026725,16
373,based,216.0,62715,0.0034441521167184884,16
374,ensure,170.0,49468,0.0034365650521549283,16
375,including,168.0,50342,0.0033371737316753407,16
376,new,245.0,74909,0.003270635037178443,16
377,best,207.0,64055,0.003231597845601436,16
378,time,192.0,61008,0.003147128245476003,16
379,local,117.0,37756,0.0030988452166543067,16
380,work,357.0,115303,0.0030961900384205094,16
381,industry,192.0,63199,0.003038022753524581,16
382,business,491.0,161867,0.0030333545441628,16
383,many,156.0,52491,0.002971938046522261,16
384,well,153.0,51756,0.0029561789937398563,16
385,team,284.0,98645,0.0028790105935425007,16
386,within,121.0,45301,0.002671022714730359,16
387,staff,121.0,46436,0.002605736928245327,16
388,provide,304.0,117895,0.0025785656728444803,16
389,experience,179.0,76593,0.0023370281879545127,16
390,needs,116.0,52756,0.0021988020319963606,16
391,clients,237.0,120262,0.0019706973108712645,16
392,help,136.0,72192,0.0018838652482269503,16
393,solutions,104.0,63786,0.0016304518232841062,16
394,labels,107.0,1172,0.09129692832764505,17
395,packaging,366.0,4848,0.07549504950495049,17
396,paper,160.0,2305,0.06941431670281996,17
397,print,237.0,7196,0.03293496386881601,17
398,manufacturing,117.0,14331,0.00816411974042286,17
399,products,439.0,86404,0.00508078329706958,17
400,design,214.0,57766,0.003704601322577295,17
401,high_quality,106.0,30245,0.0035047115225657136,17
402,customers,284.0,88460,0.0032104906172281257,17
403,quality,213.0,76675,0.0027779589175089664,17
404,company,298.0,115830,0.002572735906069239,17
405,established,116.0,49248,0.002355425601039636,17
406,range,137.0,58770,0.0023311213204015653,17
407,industry,140.0,63199,0.002215224924445007,17
408,ltd,120.0,58377,0.0020556040906521402,17
409,business,318.0,161867,0.0019645758554862943,17
410,years,110.0,58948,0.0018660514351631946,17
411,new,139.0,74909,0.0018555847761951168,17
412,based,116.0,62715,0.0018496372478673364,17
413,solutions,116.0,63786,0.0018185808798168877,17
414,offer,182.0,102249,0.0017799685082494695,17
415,time,107.0,61008,0.0017538683451350642,17
416,also,192.0,112609,0.0017050146968714756,17
417,service,287.0,168882,0.0016994114233606897,17
418,best,103.0,64055,0.0016079931309031302,17
419,team,149.0,98645,0.0015104668254853262,17
420,provide,143.0,117895,0.0012129437211077655,17
421,clients,111.0,120262,0.0009229848164840099,17
422,digital_printing,148.0,354,0.4180790960451977,18
423,large_format,190.0,569,0.3339191564147627,18
424,print,2241.0,7196,0.3114230127848805,18
425,printers,341.0,1119,0.30473637176050045,18
426,labels,251.0,1172,0.21416382252559726,18
427,stationery,134.0,765,0.17516339869281045,18
428,graphics,211.0,1348,0.15652818991097922,18
429,artwork,151.0,1092,0.1382783882783883,18
430,signage,161.0,1177,0.13678844519966016,18
431,press,258.0,2125,0.12141176470588236,18
432,signs,208.0,1876,0.11087420042643924,18
433,cards,160.0,1688,0.0947867298578199,18
434,finishing,123.0,1526,0.08060288335517693,18
435,colour,182.0,3183,0.05717876217404964,18
436,paper,118.0,2305,0.051193058568329716,18
437,advertising,117.0,3036,0.038537549407114624,18
438,display,123.0,3270,0.03761467889908257,18
439,produce,352.0,12703,0.02770998976619696,18
440,packaging,122.0,4848,0.025165016501650164,18
441,media,228.0,9257,0.02463000972237226,18
442,digital,267.0,10946,0.02439247213594007,18
443,in_house,198.0,8283,0.02390438247011952,18
444,studio,120.0,5279,0.022731577950369387,18
445,creative,265.0,14104,0.01878899602949518,18
446,design,1078.0,57766,0.018661496381954783,18
447,marketing,262.0,14706,0.017815857473140215,18
448,job,180.0,11503,0.015648091802138574,18
449,materials,212.0,13618,0.015567631076516375,18
450,items,114.0,7644,0.014913657770800628,18
451,high_quality,432.0,30245,0.014283352620267814,18
452,cost_effective,152.0,11054,0.013750678487425366,18
453,quality,1004.0,76675,0.01309422888816433,18
454,highest_quality,111.0,8635,0.012854661262304574,18
455,customer_service,162.0,13289,0.01219053352396719,18
456,brand,174.0,14430,0.012058212058212059,18
457,latest,115.0,9613,0.011962966815770311,18
458,trade,143.0,12290,0.011635475996745321,18
459,technology,357.0,32188,0.011091089847148005,18
460,complete,235.0,21854,0.010753180195845154,18
461,requirements,353.0,32857,0.010743524971847704,18
462,results,123.0,11970,0.010275689223057645,18
463,shop,104.0,10123,0.010273634298132965,18
464,still,120.0,11747,0.010215374138077807,18
465,run,148.0,14529,0.010186523504714709,18
466,traditional,111.0,10937,0.010149035384474718,18
467,delivery,201.0,19813,0.010144854388532782,18
468,customers,866.0,88460,0.009789735473660412,18
469,order,171.0,17498,0.009772545433763859,18
470,much,153.0,15723,0.009730967372638809,18
471,simple,107.0,11007,0.009721086581266468,18
472,using,231.0,24019,0.009617386235896582,18
473,suppliers,120.0,12526,0.009580073447229762,18
474,supply,233.0,24566,0.009484653586257429,18
475,bespoke,225.0,24297,0.009260402518829485,18
476,process,215.0,23714,0.009066374293666189,18
477,everything,116.0,12806,0.009058253943464002,18
478,solutions,575.0,63786,0.00901451729219578,18
479,friendly,151.0,16866,0.008952923040436381,18
480,happy,116.0,13040,0.008895705521472393,18
481,products,766.0,86404,0.008865330308782001,18
482,large,186.0,21102,0.008814330395223202,18
483,business,1422.0,161867,0.008784990146231166,18
484,small,274.0,31209,0.008779518728571887,18
485,time,534.0,61008,0.008752950432730134,18
486,always,309.0,35689,0.008658129956008854,18
487,corporate,102.0,11910,0.008564231738035265,18
488,deliver,305.0,35628,0.008560682609183788,18
489,companies,344.0,40222,0.008552533439411267,18
490,pride,180.0,21067,0.008544168604927137,18
491,give,173.0,20276,0.008532254882619847,18
492,wide_range,214.0,25257,0.00847289860236766,18
493,years,485.0,58948,0.008227590418674085,18
494,offer,839.0,102249,0.008205459222095082,18
495,create,188.0,23135,0.00812621569051221,18
496,house,137.0,16917,0.008098362593840516,18
497,full,227.0,28111,0.008075130731742023,18
498,even,113.0,14047,0.008044422296575782,18
499,great,209.0,26046,0.008024264762343546,18
500,get,200.0,25052,0.007983394539358136,18
501,service,1335.0,168882,0.00790492770099833,18
502,family_run,116.0,14743,0.007868140812589025,18
503,want,180.0,23380,0.007698887938408896,18
504,needs,402.0,52756,0.007619986352263249,18
505,chemical,199.0,1665,0.11951951951951952,20
506,coatings,115.0,991,0.11604439959636731,20
507,manufacturing,266.0,14331,0.018561161119251973,20
508,products,1336.0,86404,0.015462247118188973,20
509,cleaning,132.0,11053,0.011942459060888446,20
510,applications,105.0,9105,0.011532125205930808,20
511,materials,157.0,13618,0.011528858863269202,20
512,technical,136.0,13535,0.01004802364240857,20
513,supply,214.0,24566,0.00871122689896605,20
514,innovative,112.0,16470,0.006800242865816636,20
515,range,393.0,58770,0.006687085247575293,20
516,market,191.0,33740,0.005660936573799644,20
517,customers,483.0,88460,0.005460094958173185,20
518,use,202.0,37931,0.005325459386781261,20
519,technology,170.0,32188,0.005281471355784765,20
520,international,107.0,20709,0.005166835675310252,20
521,industry,316.0,63199,0.005000079115175873,20
522,development,195.0,39451,0.004942840485665762,20
523,process,117.0,23714,0.004933794383064856,20
524,company,551.0,115830,0.00475697142363809,20
525,world,131.0,28237,0.004639303042107873,20
526,high_quality,138.0,30245,0.0045627376425855515,20
527,quality,331.0,76675,0.004316922073687643,20
528,specialist,127.0,31678,0.004009091483048172,20
529,unique,101.0,25522,0.003957370112060183,20
530,ltd,231.0,58377,0.00395703787450537,20
531,available,126.0,32183,0.003915110462045179,20
532,expertise,107.0,29113,0.0036753340432109367,20
533,requirements,120.0,32857,0.003652189792129531,20
534,new,270.0,74909,0.003604373306278284,20
535,established,171.0,49248,0.003472222222222222,20
536,systems,110.0,32130,0.0034235916588857764,20
537,solutions,217.0,63786,0.0034020004389677984,20
538,since,104.0,31788,0.003271674845853781,20
539,based,205.0,62715,0.0032687554811448617,20
540,many,170.0,52491,0.0032386504353127204,20
541,group,102.0,31755,0.0032120925838450636,20
542,including,157.0,50342,0.0031186683087680266,20
543,well,145.0,51756,0.002801607543086792,20
544,years,165.0,58948,0.002799077152744792,20
545,care,113.0,40610,0.0027825658704752525,20
546,also,307.0,112609,0.0027262474580184532,20
547,ensure,132.0,49468,0.0026683916875555914,20
548,within,117.0,45301,0.002582724443169025,20
549,offer,232.0,102249,0.002268970845680642,20
550,needs,118.0,52756,0.002236712411858367,20
551,one,127.0,58522,0.0021701240559105976,20
552,best,139.0,64055,0.002170010147529467,20
553,time,132.0,61008,0.0021636506687647524,20
554,service,357.0,168882,0.0021139020144242725,20
555,business,322.0,161867,0.001989287501467254,20
556,provide,225.0,117895,0.0019084778828618687,20
557,support,125.0,69123,0.0018083705857674002,20
558,experience,128.0,76593,0.0016711709947384225,20
559,team,156.0,98645,0.001581428354199402,20
560,help,106.0,72192,0.0014683067375886524,20
561,work,139.0,115303,0.001205519370701543,20
562,clients,104.0,120262,0.0008647785667958291,20
563,products,305.0,86404,0.003529929169945836,21
564,company,159.0,115830,0.0013727013727013726,21
565,injection_moulding,123.0,255,0.4823529411764706,22
566,moulding,174.0,469,0.37100213219616207,22
567,plastics,417.0,1437,0.29018789144050106,22
568,rubber,170.0,714,0.23809523809523808,22
569,tooling,116.0,1169,0.09923011120615911,22
570,packaging,340.0,4848,0.07013201320132013,22
571,manufacturing,505.0,14331,0.03523829460609867,22
572,components,191.0,5459,0.03498809305733651,22
573,windows,107.0,3411,0.03136909997068309,22
574,factory,134.0,4522,0.029632905793896505,22
575,materials,374.0,13618,0.027463651050080775,22
576,machinery,111.0,4668,0.02377892030848329,22
577,products,1726.0,86404,0.019975927040414794,22
578,produce,204.0,12703,0.016059198614500513,22
579,applications,143.0,9105,0.0157056562328391,22
580,parts,133.0,8763,0.015177450644756361,22
581,supplier,116.0,7909,0.014666835250979896,22
582,in_house,117.0,8283,0.014125316914161535,22
583,supply,325.0,24566,0.013229667019457787,22
584,trade,146.0,12290,0.011879576891781936,22
585,technical,160.0,13535,0.011821204285186553,22
586,standard,170.0,14943,0.011376564277588168,22
587,worldwide,105.0,9238,0.011366096557696471,22
588,engineering,211.0,18744,0.011256935552710201,22
589,customers,974.0,88460,0.011010626271761248,22
590,innovative,173.0,16470,0.01050394656952034,22
591,range,610.0,58770,0.01037944529521865,22
592,bespoke,246.0,24297,0.010124706753920238,22
593,quality,741.0,76675,0.009664166938376264,22
594,made,181.0,19188,0.009432978945174067,22
595,cost_effective,103.0,11054,0.009317893975031662,22
596,design,538.0,57766,0.009313436969843852,22
597,high_quality,280.0,30245,0.009257728550173582,22
598,wide_range,232.0,25257,0.0091855723165855,22
599,industry,558.0,63199,0.008829253627430814,22
600,ltd,502.0,58377,0.008599277112561454,22
601,customer_service,109.0,13289,0.008202272556249529,22
602,process,191.0,23714,0.008054313907396474,22
603,requirements,262.0,32857,0.007973947712816143,22
604,company,878.0,115830,0.007580074246740913,22
605,facilities,104.0,13956,0.007451991974777874,22
